label;一级评论;真实二级评论数;真实点赞数;边数;最大边数;集群密度
322;一般古诗都是先白话文，在英文;14;542;556;3578;0.15539407490218
337;谷歌翻译你的论文doge;1;518;519;3578;0.14505310229178311
339;这算什么？我翻红楼梦刘姥姥，结果出来了刘奶奶;8;282;290;3578;0.0810508664058133
358;河南表示这是真的;2;6;8;3578;0.0022358859698155395
362;XXSeptT言午;1;3;4;3578;0.0011179429849077697
364;conquer0305;1;2;3;3578;0.0008384572386808273
383;？;1;1;2;3578;0.0005589714924538849
388;Ciciciooooo;1;1;2;3578;0.0005589714924538849
390;璇逸x？？？？;2;1;3;3578;0.0008384572386808273
396;这风真爽笑晕在厕所呲牙;1;1;2;3578;0.0005589714924538849
412;这不是阿奇zZ;1;0;1;3578;0.00027948574622694243
457;早餐吃不够笑死了就离谱;1;0;1;3578;0.00027948574622694243
473;翻译器最开始是为了方便交流，就是语言不通的情况了解对方在说啥。也就是翻译口语，电子邮件之类的东西。再加上外国人本来就不知道中文在各各情况下表达的意思上的差异，所以在翻译的过程中可能会存在误解。简单的没有问题，一旦带有地方特色就会难以理解，比如倒装句。;3;0;3;3578;0.0008384572386808273
484;好难一道物理题哈哈哈哈哈哈哈哈哈哈哈哈;1;0;1;3578;0.00027948574622694243
488;记录者记录着语文课代表来学习一下;2;0;2;3578;0.0005589714924538849
497;Moria9;1;0;1;3578;0.00027948574622694243
502;萤明;1;0;1;3578;0.00027948574622694243
519;辉夜别吃煎蛋啦;1;0;1;3578;0.00027948574622694243
533;九三的耳朵特别不好梦初醒处;1;0;1;3578;0.00027948574622694243
547;zbcfcx;1;0;1;3578;0.00027948574622694243
554;带牙套吃不了饱饭哈哈哈;1;0;1;3578;0.00027948574622694243
559;浪酔清风哈哈哈哈哈哈哈哈哈;2;0;2;3578;0.0005589714924538849
563;内容都是搬的，什么海外博主的。原视频链接：谷歌翻译20次诸葛亮《出师表》槽点过多全程高能哔哩哔哩httpsb23tvMNNHhmN谷歌翻译20次《我的叔叔于勒》12分钟全程高能荒诞哲学巨作？哔哩哔哩httpsb23tv04ohMmc;1;0;1;3578;0.00027948574622694243
581;沉迷纸片人无法自拔wdoge笑啦了;1;0;1;3578;0.00027948574622694243
583;笑拉了派你来笑芝麻球;1;0;1;3578;0.00027948574622694243
598;别去实验了;1;0;1;3578;0.00027948574622694243
603;算法工程师说下自己的看法。ai最大的影响不是完全取代某个行业，而是对这个行业的挤压，而翻译毫无疑问是被挤压最严重的行业之一。我的建议是，学语言的同学最好结合自身特长跨行业发展，比如跨国公司做本地化，又或者一些ip游戏的本地化策划，这些即发挥了自身优势，ai也影响不到;1;12;13;3578;0.0036333147009502517
605;考翻硕之前也有这个担忧，真的学了考了之后发现AI代替人工翻译压根不可能dogedoge;6;23;29;3578;0.00810508664058133
612;AI取代一个行业很难的但是拉低一个行业的门槛，让这个行业变得更卷，那倒是真的呲牙呲牙;1;4;5;3578;0.001397428731134712
614;往好处想只是up学的西语。英专生才是最惨的;2;9;11;3578;0.0030743432084963667
617;AI也不能取代会计审计OK;1;4;5;3578;0.001397428731134712
619;确实这个“背锅侠”和我想的一模一样哈哈哈哈初音未来nice主要是目前ai技术没有较好办法顾及到保密性和可追责性，所以我估计这种行业目前还不会被取代。阿彤姐姐的每个视频对我来说都好有用，太爱啦初音未来加油永雏塔菲亲嘴;1;3;4;3578;0.0011179429849077697
621;毕竟人工智能头上还有人工二字;2;1;3;3578;0.0008384572386808273
624;这个与其绝对的说没了，不如说行业这个大机器又开始发生新的变化了，要综合考虑下：你的学校能去哪些地方，你学的如何能不能学好等等，然后跟着及时了解最新情况去同步学习才是对的（对就是计算机经管那套路子）;1;0;1;3578;0.00027948574622694243
627;现在的智能语言生成大模型已经不是5年前的神经网络翻译技术了。只要技术合作快速搞定，现在就可以大规模的嵌入各种翻译软件当中，市场化的翻译是梅西，只有有politics和文学向翻译还能做一做。;1;2;3;3578;0.0008384572386808273
630;外语已经成为和琴棋书画并列的爱好了。。。只能用来吹吹牛;9;62;71;3578;0.019843487982112912
640;消灭人类暴政，世界属于三体。;1;17;18;3578;0.005030743432084964
642;可以靠ChatGPT帮助完成的工作可以被他取代，最可怕的是当这个自学习东西装上可以工作的肢体时，人就危险了;2;15;17;3578;0.0047512576858580215
645;昨天试着让chatgpt将一段被动语态很多的英语文段译成中文，它用了很多次“被”，其实是不符合中文的实际用法的。然后再让它少用“被”字进行翻译，它输出的内容还是一模一样。没有我想得那么智能doge但是用作比较随意的翻译是绰绰有余了。;1;13;14;3578;0.003912800447177194
647;不是外语专业的，我觉得淘汰不了的翻译至少有一个，那就是文学类的翻译doge;4;11;15;3578;0.004192286193404136
652;所以语言类专业以及学语言没有用了吗笑哭;3;11;14;3578;0.003912800447177194
656;只谈失业不提消费的话会是一个悖论甚至是一个悲剧，因为最后推算下来得到的结果就是人口根本不需要那么多;4;9;13;3578;0.0036333147009502517
663;我的评价是不会算数;5;6;11;3578;0.0030743432084963667
671;鬼扯，还大脑，你猜猜它为什么叫人工智能，不叫机器智能？？？？因为智能的前提是有人工输入才会输出，那你怎么保证输入的一定是正确的，你真的不懂翻译，别自己为是;7;3;10;3578;0.002794857462269424
691;newbing已死，有事烧纸;1;0;1;3578;0.00027948574622694243
694;不敢想象十年后chatgpt能发展到什么程度;3;0;3;3578;0.0008384572386808273
700;好喜欢讲了好几点我以前没有意识到的结论：人工智能的发展还需要很大的一段时间，但它可以取代翻译的时候，很多其他的工作也已经被取代掉了，所以我们不能害怕，最重要的还是不断的去学习新的技能机器难以逾越的问题1人类的声音2机器翻译更容易泄露很多机密;3;100;103;3578;0.02878703186137507
704;调皮好喜欢这句话：TranslationandInterpretationismoreofalifestyleandartLifeisshortbutartislongsponge一定要多多分享啊我一口气把你的视频都给刷了一遍，刷新我三观呐;1;35;36;3578;0.010061486864169928
706;机翻逻辑不够诶doge;1;20;21;3578;0.005869200670765791
712;因为要担任会议同传，前来恶补知识，却喝到了鸡汤（没有一点负面的意思）。感谢大大。;1;8;9;3578;0.002515371716042482
723;声音好棒啊wwww;1;1;2;3578;0.0005589714924538849
731;请假下up，字幕里onlywhenamoderatebalanceisstuckbetweencostandstability一句里的stuck是不是错了？听语音不像是stuck？应该是啥？谢谢;1;0;1;3578;0.00027948574622694243
742;为什么说使机器的声音接近人声涉及道德问题？（有点没想明白）;1;0;1;3578;0.00027948574622694243
745;srt文件翻译我找的是这个开源项目，需要用自己的apikeyhttpsgithubcomgnehssubtitletranslatorelectron;8;27;35;3578;0.009782001117942985
754;这个是先用whisper将视频的字幕识别出来，然后再通过chatgpt来翻译到目标语言的么MuseDash摸鱼;2;12;14;3578;0.003912800447177194
761;最左边的那个好看（话说我怎么自说自话选起来了笑哭;1;3;4;3578;0.0011179429849077697
775;打轴也是A吗I;1;0;1;3578;0.00027948574622694243
777;有没有办法配置词库之类的呀？像成员的名字、节目名称之类的还是很容易识别得乱七八糟呀。;2;0;2;3578;0.0005589714924538849
781;谢谢，本人2天时间解决掉1万初稿，人已废灵魂出窍灵魂出窍。休息片刻再用了UP主的方法，终于闯过重复率大关惊喜;6;45;51;3578;0.014253773057574064
788;汉字儿就那么多，一个意思的表达也不过常用那么些有限的句子吧，为了降重读出来连中国话都不像了，给奇葩规定点个大赞，小脑袋瓜子贼聪明笑;2;60;62;3578;0.01732811626607043
791;86就别查了，别毕业了;3;36;39;3578;0.010899944102850754
795;认真的学术改写功能很适合降重吃瓜;2;13;15;3578;0.004192286193404136
798;有没有什么免费查重的推荐呀？呲牙;4;10;14;3578;0.003912800447177194
803;用chat要求他替换成相似的语句不是差不多嘛吃瓜;1;9;10;3578;0.002794857462269424
806;我觉得那些乱七八糟的免费软件会虚高，就是希望你用他们的降重系统，如果他们的过于高的话，到时候你在学校查的比他这个低的话，他也算是无功无过，个人建议是学校要求什么系统就用什么系统，要万方就万方，要维普就维普，插个广淘宝“小易的论文查重店”，新店开张，价格优惠，有需要的可以看看;2;6;8;3578;0.0022358859698155395
809;绝我初稿62，用这个火龙果降重到8，准备过年了哈哈哈哈哈哈;1;6;7;3578;0.001956400223588597
813;不会写，最后还是找人写的;4;2;6;3578;0.0016769144773616546
818;先白嫖几天试试看;1;1;2;3578;0.0005589714924538849
821;已赞，送你上首页;1;1;2;3578;0.0005589714924538849
823;火龙果写作会员太贵了笑哭笑哭笑哭;1;4;5;3578;0.001397428731134712
825;继续加油;1;2;3;3578;0.0008384572386808273
827;收费吗平台;4;2;6;3578;0.0016769144773616546
841;有查重工具吗，还不知道自己论文哪里重;2;0;2;3578;0.0005589714924538849
855;AI能取代大多数的人，不只是翻译。;4;38;42;3578;0.011738401341531582
860;同传翻译这类功能和利益导向性的行业肯定会被ai取代。AI便宜，而且误差程度也在可以接受的范围内。但是文学类翻译，目前的ai都没摸到边，只能算起步。ai至少要达到强ai的雏形才有碰一碰这类人文相关领域的资格。;4;10;14;3578;0.003912800447177194
865;口译现在应该还有差距，但笔译已经大差不差了，看论文时翻译地很准确。;5;8;13;3578;0.0036333147009502517
873;笑哭笑哭up知不知道前几年科大讯飞在一堆专家面前展示他的同传，那场面我到现在还记得笑哭笑哭，那些露骨的话如果在一个比较正常出现，那肯定上头条了。;1;3;4;3578;0.0011179429849077697
882;老生话题。;1;0;1;3578;0.00027948574622694243
887;求《铃芽之旅》，已经第三次了，兄弟们快顶我上去，如果中了我直播一个铁锅炖自己;30;2400;2430;3578;0.67915036333147
918;0120符合我对雷军不会做饭的印象;1;545;546;3578;0.15259921743991056
920;《我不曾忘记》继续兄弟萌;40;1478;1518;3578;0.4242593627724986
961;求一个《明天会更好》，这条评论如果上去了有多少赞我吃多少张卷子（？;6;234;240;3578;0.06707657909446618
968;AI的逆天翻译妙啊;1;311;312;3578;0.08719955282280603
970;一人血书《像神一样呐》脱单doge;25;453;478;3578;0.1335941866964785
996;你知道我想说什么;2;77;79;3578;0.022079373951928452
999;金句大概是去年夏天我的几句话，使上帝潸然泪下。;1;69;70;3578;0.01956400223588597
1001;一人血书《打上花火》，兄弟们，求顶;12;256;268;3578;0.07490217998882057
1014;等一个MoonHalo;7;145;152;3578;0.042481833426495245
1022;来首《worldexecute（me）；》。;6;59;65;3578;0.018166573504751257
1029;再次血书《精神病拉面》给我上去www大哭;4;29;33;3578;0.0092230296254891
1034;一人血书求《失態生態実験体》（变异）（嘶吼）（扭曲）（阴暗的爬行）（不分对象的攻击）;2;30;32;3578;0.008943543879262158
1037;《拝啓》什么时候出？难道术力口不值得出吗？;2;30;32;3578;0.008943543879262158
1041;反正也看不见《我不曾忘记》热词系列三连;1;14;15;3578;0.004192286193404136
1044;《nevergonnagiveyouup》把我顶上去;1;12;13;3578;0.0036333147009502517
1046;1919810人血书求一个《疾风忍杀稻草忍者》枇杷油粉丝快顶我;1;13;14;3578;0.003912800447177194
1052;一人血书《兰亭序》;1;9;10;3578;0.002794857462269424
1054;让风告诉你脱单doge;3;3;6;3578;0.0016769144773616546
1062;一人第十次雪书一首《AloneAlanWalker》（10n）顶我上去脱单doge;1;5;6;3578;0.0016769144773616546
1067;一人血书《DejaVu》想听听逮虾户dogedogedoge;2;4;6;3578;0.0016769144773616546
1076;yee人血书《CUAgain》上了变猫娘被撅114514次顶我上去;1;3;4;3578;0.0011179429849077697
1083;《鸟之诗》突然来晚的我;3;2;5;3578;0.001397428731134712
1092;《孤勇者》可以吗dogedoge;1;2;3;3578;0.0008384572386808273
1115;你狠迷人aaaaaaaaa;1;1;2;3578;0.0005589714924538849
1129;《四重罪孽》如果我被顶上去了，就去找加害正面单挑，在零羽面前抢泠珞，偶像演唱会拐若拉，挑战吃巨兽没错又双叒叕是我;1;1;2;3578;0.0005589714924538849
1161;一人血书《门的另一端》大哭求顶;1;1;2;3578;0.0005589714924538849
1185;《Landslide》中了我喊我所有粉丝和关注一声爸爸;1;1;2;3578;0.0005589714924538849
1198;一人血书《VOODOOKINGDOM》脱单doge脱单doge脱单doge;1;1;2;3578;0.0005589714924538849
1222;求《群青》我真的想看看翻译后是什么鬼;1;1;2;3578;0.0005589714924538849
1257;Aetherk阿莫斯飞鱼;1;0;1;3578;0.00027948574622694243
1293;月落飞霜漫天？救;1;0;1;3578;0.00027948574622694243
1306;客舒乀忘绯;1;0;1;3578;0.00027948574622694243
1310;小鼠鼠坠落我呦吼啊啊啊;2;0;2;3578;0.0005589714924538849
1401;野生的原神萌新;1;0;1;3578;0.00027948574622694243
1425;Glutamine六花电磁炮wolf的w好押韵好生草;2;0;2;3578;0.0005589714924538849
1431;三玖天下第一耶耶耶哈哈哈哈很怪;1;0;1;3578;0.00027948574622694243
1435;BoyAndFlower不来看会伤心的;1;0;1;3578;0.00027948574622694243
1471;血书《岁月成碑》（11379）;7;0;7;3578;0.001956400223588597
1528;一人血书《琪露诺的完美算术教室》doge;1;0;1;3578;0.00027948574622694243
1540;终于;1;0;1;3578;0.00027948574622694243
1559;遇糯哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈;3;0;3;3578;0.0008384572386808273
1563;我想问下翻译记录在哪里啊大哭大哭大哭;4;6;10;3578;0.002794857462269424
1568;想问一下怎么做到可以收录b站的声音我手机不可以;1;3;4;3578;0.0011179429849077697
1570;你这是怎么做到的呀口罩口罩口罩;2;1;3;3578;0.0008384572386808273
1573;啊这，我已经华为那边率先体验过了哦，表示学习日语非常好用doge;7;134;141;3578;0.03940749021799888
1581;急需日文翻译啊;5;49;54;3578;0.01509223029625489
1587;问小爱同学AI字幕答你的手机暂不支持AI字幕，敬请期待2022口罩微笑;9;32;41;3578;0.011458915595304639
1597;就这翻译，我笑咧，翻译的谁能看得懂;2;38;40;3578;0.011179429849077696
1600;日本动作片呢阴险tv发怒;5;18;23;3578;0.006428172163219676
1607;什么时候能出个MIUI简化版？我不需要这么多功能，我只要一个系统流畅bug少省电的系统。藏狐;3;12;15;3578;0.004192286193404136
1612;请教up为啥11u还没有思考;1;1;2;3578;0.0005589714924538849
1619;亲测不好用，不管是华为的还是小米的;1;6;7;3578;0.001956400223588597
1625;翻译日语就那两句话不会翻译吗你;1;2;3;3578;0.0008384572386808273
1635;我现在用的11u，真没有锤子r1好用;2;4;6;3578;0.0016769144773616546
1639;日语可不止压脉带啊;2;0;2;3578;0.0005589714924538849
1643;能不能手动打开啊，半夜三更在宿舍说一句打开ai字幕，全寝都知道我要干什么了辣眼睛辣眼睛辣眼睛;5;4;9;3578;0.002515371716042482
1649;正式版上线？;2;1;3;3578;0.0008384572386808273
1652;挺好的，继续优化，减少延时;3;2;5;3578;0.001397428731134712
1671;up的视频我期期都点赞啊，真的是有用的干货。有的坑我之前在公司工作的时候踩过或者看别人踩过，有的还是第一次知道，真的很有帮助顺便分享两个之前项目进行海外测试本地化的时候遇到的一些舆情风险：1有个毒主题的英雄技能，原本是扔出一个绿色毒液瓶，把敌人变成绿色的猪。后来内审的时候说在穆斯林国家有舆情风险（参考愤怒小鸟的绿猪事件），就改成绿蜗牛了2皮肤系统，一个英雄的多套皮肤是不同的人设计的，作者们对欧美的一些政治正确不太敏感。一个英雄本身是白人形象，但在一个埃及风格的皮肤中做成了偏黑棕的颜色类似巴耶克那种。这个是在投放测试的前两天被我发现的，紧急改了贴图，不然可能出问题。之前在巴西测试的时候很多玩家在问卷里反馈觉得黑人英雄太少差评;1;8;9;3578;0.002515371716042482
1673;点进来之前没想到本地化有这么多需要注意的坑，谢谢up提醒;1;6;7;3578;0.001956400223588597
1675;签发行是给发行商一个版本，他自己申请steam开发者吗？;2;6;8;3578;0.0022358859698155395
1678;继续加油;7;4;11;3578;0.0030743432084963667
1687;tv色tv色超级棒学到了不少;1;1;2;3578;0.0005589714924538849
1689;ChatGPT的水平也就英语不错，其他的慎用。;1;1;2;3578;0.0005589714924538849
1692;额。请教up个问题，有没有关于ue4引擎的本地化翻译方案，要是用它自己的po文件的话，翻译起来相当麻烦。。tv呕吐tv呕吐tv呕吐最近快折磨疯了。;4;0;4;3578;0.0011179429849077697
1697;如果是个人开发而且带剧情，我感觉前期直接把对话变成键放表里是很困难的，因为剧情对话大概率会反复修改好几次，如果放表里改，那每次修改内容都需要去查表，而且改变对话数量需要插入新的键，可能需要重新编号对话，我个人感觉本地化最好放在测试得到反馈之后再搞，因为这时候能保证文本不会再变，而UI的文本因为通用性强可以提前搞;6;0;6;3578;0.0016769144773616546
1704;每日金句;10;1055;1065;3578;0.2976523197316937
1715;每日金句1，在这漆黑寂静的黑夜里，唯有阳光普照暗无天日2，解开心结敞开心扉，甩开所有的自卑吧，今夜就自由自在的飞翔吧3，曾今令我憎恶的东西，披上了未来的外衣，来到我面前成为我的唯一;18;1281;1299;3578;0.3630519843487982
1734;一人血书《神的随波逐流》，中了在座各位是我义父doge;12;488;500;3578;0.13974287311347122
1747;（1114514）人血书《aLIEz》;17;486;503;3578;0.14058133035215203
1765;一人血书《我不曾忘记》星星眼;39;446;485;3578;0.13555058692006708
1805;千人血书《像神一样呐》术术人顶我;10;317;327;3578;0.09139183901621017
1816;“在夏天的最后一天，为这个七岁男孩的八十大寿，献上最美的烟花”这句话也可以当作一个金句，夏天最后一天可以理解成是这个男孩去世的时候，七岁是去世时的年龄，八十大寿是指距今七十三年了（本人自己的观点，不喜勿喷）;2;3;5;3578;0.001397428731134712
1819;一人血书YOASOBI的《》打call打call打call;1;26;27;3578;0.007546115148127445
1821;血书《希望之花》我终于明白了我们根本不需要什么最后的落脚处只要不断前进就好了只要不停下来道路就会不断延伸你要是道歉的话，我可不原谅你。啊，我明白因为我是不会停下来的只要你们不停下脚步，前面就一定有我所以说不要停下来啊n;2;74;76;3578;0.021240916713247623
1824;一人血书曲名《MiliChildrenoftheCity》打call;3;70;73;3578;0.020402459474566797
1828;一人血书《童话镇》，顶我一把打call打call打call打call;2;64;66;3578;0.0184460592509782
1831;一人血书ironlotus，应该没有多少月计人吧;4;50;54;3578;0.01509223029625489
1838;血书《StringTheocracy》月计人顶;3;24;27;3578;0.007546115148127445
1842;（1114514）人血书《心電図》兄弟们，撅我上去打call打call打call;4;30;34;3578;0.009502515371716043
1850;一人血书《loser》，中了我变猫娘让大家撅;2;20;22;3578;0.006148686416992733
1853;亿人血书名柯主题曲（1114514）星星眼;2;25;27;3578;0.007546115148127445
1858;一人血书我推的孩子星星眼dogedoge;1;4;5;3578;0.001397428731134712
1860;一人血书《铃芽之旅》;1;4;5;3578;0.001397428731134712
1863;（1114514）人血书;1;7;8;3578;0.0022358859698155395
1874;《Blessing世界版》一个伴随我三个多月的一首歌，喜欢的给我顶上去doge;1;8;9;3578;0.002515371716042482
1877;壹人血书《Creeper》壹人血书《Wearethechampions》;1;14;15;3578;0.004192286193404136
1881;无人血书《套马杆》（10）;2;7;9;3578;0.002515371716042482
1884;（110086）人血书《M87》;1;3;4;3578;0.0011179429849077697
1897;求《恶魔之子》;2;4;6;3578;0.0016769144773616546
1908;再来一次，等一个MoonHalo;1;2;3;3578;0.0008384572386808273
1920;那個“七歲男孩的八十大壽”如果是一個男孩七歲就死了，這是他死後的第八十年呢那樣的話感覺好幸福啊，一直有人記著他呢;3;1;4;3578;0.0011179429849077697
1942;《四重罪孽》如果我被顶上去了，就去找加害正面单挑，在零羽面前抢泠珞，偶像演唱会拐若拉，挑战吃巨兽没错又双叒叕事窝;1;1;2;3578;0.0005589714924538849
1971;曲名：MiliChildrenoftheCity求求了，月记人带我上去;2;1;3;3578;0.0008384572386808273
